gene,-40_ura3_A,-40_ura3_B,-20_ura3_A,-20_ura3_B,0_ura3_A,0_ura3_B,10_ura3_A,10_ura3_B,20_ura3_A,20_ura3_B,20_ura3_B.1,40_ura3_A,40_ura3_B,60_ura3_A,60_ura3_B,80_ura3_A,80_ura3_B,-40_0258_A,-40_0258_B,-20_0258_A,-20_0258_B,0_0258_A,0_0258_B,10_0258_A,10_0258_B,20_0258_A,40_0258_A,40_0258_B,60_0258_A,60_0258_B,80_0258_A,80_0258_B
VNG2272G,-0.154747846,-0.057200859,-0.047873421,0.013769947,-0.187884813,-0.146352355,0.007701612,-0.062069907,0.08634304,0.143765589,0.155774162,0.085924754,0.08362674,0.044720764,0.135800548,0.065517054,0.120994188,0.109569966,-0.029160455,-0.151262715,-0.146551227,-0.254290644,-0.177387485,-0.120516076,0.168796067,0.027461265,-0.010438666,0.056384603,0.279859859,0.514364746,0.238417763,0.207218387
VNG2273H,0.100733154,-0.012512624,0.060758301,0.072592113,-0.061629732,-0.033120198,-0.015302615,0.014277174,-0.132600254,0.101888097,0.056902394,0.055012224,-0.040242863,0.011841915,-0.047153583,0.002436739,0.102190602,0.041153231,-0.066848654,0.05065393,-0.05001758,-0.110212328,0.000921041,-0.091438104,0.036859924,-0.009551761,-0.025819566,-0.040914087,-0.009420396,-0.024435269,0.029090506,0.017082656
VNG2274C,0.200794555,0.12190049,0.137682718,0.101774264,-0.051225444,0.074255249,0.028098576,0.274348822,0.067754892,0.010310979,0.043924054,-0.106222598,-0.114759586,-0.238668167,-0.1775417,-0.230267801,-0.198006235,0.028430028,0.108085937,0.298414492,0.172486351,0.24149338,0.346282489,0.2836319,-0.087733832,0.14902831,0.097424129,0.074240439,-0.021843984,-0.209588159,-0.021819531,-0.115410733
VNG2276G,-0.01303689,-0.060416053,0.046651174,-0.010511032,-0.024914451,-0.068222557,0.108363353,0.095245747,-0.018263448,0.171396701,0.054920425,0.039915979,0.043134887,0.018224193,0.065713721,0.07977792,-0.052373958,0.058336838,0.013653444,0.02618742,-0.074374144,-0.146294037,-0.045375707,-0.056072427,-0.042451281,0.039194644,-0.0718003,0.040959363,0.071490171,0.206962974,0.148784228,0.065406502
VNG2277H,0.169795228,0.108513337,0.091866533,-0.131151652,0.170498667,0.292724786,0.112307297,0.05252213,0.176744457,-0.357309463,-0.537346996,-0.737778467,-0.747073021,-0.862046633,-0.586878092,-1.154594357,-1.223520192,-0.294691203,-0.099866876,-0.022482934,0.060637518,0.626613767,0.114879936,0.002524125,-0.175729831,-0.344467008,-0.215095658,-0.150245642,-0.739072492,-0.657288339,-0.427976349,-0.499493125
VNG2279H,0.08096149,0.034441032,0.029495966,-0.097897114,-0.043525293,0.065171434,0.398803062,0.650481963,0.363656631,0.136088885,0.07511391,-0.13588778,-0.088178433,-0.317595631,-0.00417793,-0.391863665,-0.304336526,-0.192549524,0.089270102,-0.078744434,0.037869986,0.377172008,0.19119176,0.334498495,0.188233708,0.205115788,0.204196985,0.22516104,0.195178174,-0.041857913,0.178466395,0.027651706
VNG2280G,-0.074487522,-0.024934341,0.036893808,0.116782969,0.024559422,-0.058675131,0.059771839,0.058162934,0.011093061,0.174428652,0.099185967,0.245863806,0.159709101,0.35013836,0.168445551,0.367287742,0.172418862,-0.030590486,0.055424037,0.037901936,0.034643334,-0.098988784,0.043686843,0.204697549,0.225256277,0.176213066,0.080324219,0.212982958,0.192775635,0.173722372,0.32964708,0.150996632
VNG2281C,-0.091040312,-0.109514403,-0.052072203,0.017617722,0.011285224,-0.047163394,-0.047222221,0.0011238,-0.057588939,0.082643683,0.078747686,0.049120937,0.119328964,-0.018049148,0.046152315,0.075546688,0.104721911,0.038850741,0.04961044,-0.023449006,-0.083078728,-0.11772687,-0.07658097,-0.180197165,0.03288881,-0.072090783,-0.004295575,-0.054003543,0.111066116,0.138283875,0.070225854,0.107094872
VNG2282C,-0.193694543,0.040601978,-0.010737657,0.102648126,-0.039333576,-0.098504398,-0.02155176,0.041164178,-0.012228718,0.013398653,0.096378753,0.020966071,0.026676288,0.028942197,0.021143484,0.029290287,0.067632453,-0.012422958,0.000776155,-0.133452213,-0.098966781,-0.183874263,-0.069648768,-0.041395201,0.098091992,-0.019296647,-0.005324636,-0.071858746,0.028447255,0.122820253,0.041448813,0.075215092
VNG2283G,0.130635706,-0.022008796,-0.035460318,-0.046378028,-0.117142472,-0.099724969,0.012462709,0.005248024,-0.109114228,-0.19614735,0.014984608,-0.093463007,0.046754809,0.131868056,-0.010855478,-0.036424746,0.181061851,-0.085344114,-0.13435647,-0.043292872,0.118030137,-0.061559462,0.140288744,0.116773201,0.229579432,-0.094574802,-0.068083752,-0.136970301,-0.061553211,-0.04484616,-0.160232363,-0.184733016
VNG2284G,0.030866637,0.144265282,0.069210365,-0.032994787,0.107643874,0.206364633,-0.001154235,0.15737452,-0.002943305,-0.639124667,-0.755619453,-0.667456752,-1.01497022,-0.392118101,-0.733403003,-0.735320466,-0.953509642,-0.354523371,-0.359883719,-0.230117108,-0.137166748,0.292170722,0.057483696,0.523436686,0.18178592,-0.460785517,-0.320197797,-0.586344147,-1.064992709,-1.115237417,-0.744567775,-1.098975414
VNG2285C,0.132687024,-0.019610268,-0.017682802,-0.159968326,-0.047772029,0.086724568,0.977348948,0.88494608,0.961913677,0.698738728,0.730702678,0.208608771,0.202686098,0.218375436,0.088764845,0.061313116,0.357219428,-0.102965888,-0.141964578,-0.152622226,0.231518319,0.105093792,0.108232848,0.754322027,0.846832429,0.999077236,1.027924106,0.93180987,0.774022539,0.476609956,0.658385001,0.741636992
VNG2286G,-0.346421449,-0.04714886,-0.024597241,0.051838323,-0.058097272,-0.203177608,-0.004921241,-0.101346908,-0.184643283,0.175786921,0.189038466,0.086980256,0.109724363,-0.04303446,0.122344962,0.080352392,0.014344586,0.115006448,0.014106037,-0.048470054,-0.138126445,-0.237069922,-0.217251112,-0.115721903,0.030972568,0.00458268,-0.059172768,0.016392105,0.141925274,0.389865728,0.147173709,0.258508621
VNG2288G,0.094050407,0.045367357,0.023717172,-0.005114375,0.040338689,0.021137172,-0.019021577,-0.104521103,-0.028174198,-0.124687242,0.04368189,-0.005870605,-0.041263873,-0.12049608,-0.109185384,-0.068283767,0.05150742,0.042177719,-0.0560064,0.052603316,0.077937165,0.108407306,0.001970682,0.004799437,-0.011825619,-0.024752683,-0.002452621,-0.031856863,0.063643689,0.017233136,0.037236753,0.097030359
VNG2289G,-0.159015027,0.008613041,-0.000585996,0.045561124,0.033518588,-0.085128439,-0.071254991,-0.031747458,-0.079696393,0.113804209,0.034397039,-0.004860222,0.12636189,0.0124117,0.103562615,0.02569642,-0.015759028,0.003910109,0.025059006,-0.064583259,0.052607384,-0.089520789,-0.029064135,-0.103003917,0.065094136,0.055519883,0.066793811,0.032995177,0.127025891,0.254992208,0.148997493,0.148832911
VNG2290G,-0.183965781,0.011511608,0.076056495,0.121322485,0.056606868,-0.051156149,-0.052559193,0.088726877,-0.155009028,0.102048624,-0.066976343,-0.006480098,-0.056968904,-0.007361448,-0.051331644,0.044637325,-0.154679641,0.05404435,0.132847903,0.135418993,-0.018349592,-0.030015408,-0.030422438,0.025838002,-0.241406763,0.225697849,0.051863141,0.079727491,0.033440873,0.044850893,0.139352786,0.039657953
VNG2291G,0.133911543,0.055607157,0.204836941,0.12233166,0.238667943,0.207852189,0.304516802,0.389642174,0.157637481,0.086328681,0.008594419,0.107613324,0.119239981,0.034733386,0.110024748,0.041494739,0.03776069,0.691739183,0.589231918,0.949848763,0.842515161,1.306103845,1.192782352,1.588835413,0.777242663,1.111796308,1.070882876,0.818403845,0.90719449,0.474400661,0.695470363,0.770261493
VNG2292H,0.351938245,-0.004028615,0.092034719,-0.051438842,0.033746307,0.121229546,0.043857769,0.164953234,0.373573649,-0.059421797,-0.081476485,-0.296165581,-0.334206983,-0.260426675,-0.286386308,-0.258355784,0.042212143,-0.240483247,0.174089211,-0.311027341,0.76966329,0.295723917,0.712539208,0.135832245,0.702612765,-0.162024966,0.127180309,0.633575443,-0.106650498,0.107929039,0.43916419,-0.222253227
VNG2293G,-0.248241898,-0.027552202,-0.066099929,0.01285742,0.025530347,-0.02485815,-0.081440133,-0.05226386,-0.094814668,0.138366916,0.040278234,0.151800136,0.109380258,0.00053568,0.120937711,0.155086108,-0.158814465,0.111854867,0.076441256,0.041098418,-0.203565058,-0.159106888,-0.201391189,-0.137429717,-0.145371532,0.046994084,-0.048185507,0.026947212,0.142288454,0.253654526,0.063576803,0.124841106
VNG2294G,0.168897807,0.039269604,-0.036985185,0.008364486,0.132146851,0.055245095,0.003797865,0.018201337,-0.037059734,-0.110590556,-0.040450306,-0.083925085,-0.027154434,-0.022768887,-0.074828671,-0.017995547,0.007328356,0.069823699,0.052661735,0.03125918,0.072336298,0.071526607,-0.001039815,0.109929025,0.092518725,0.006793504,0.080076991,-0.098817058,-0.125340119,0.028431099,-0.100885893,-0.092677489
VNG2295G,0.046662832,0.021593757,-0.041666295,-0.061928578,-0.051607678,-0.027549418,-0.013276671,-0.033477787,-0.04255353,-0.191242908,-0.241797864,-0.241302149,-0.254132461,-0.178720276,-0.157370594,-0.305778466,-0.302295936,-0.199734526,-0.011934208,-0.052787745,0.092294974,0.238857182,0.100334377,0.13112586,0.010629966,-0.13319402,-0.133932758,-0.187159905,-0.35692557,-0.240875317,-0.382357462,-0.425894986
VNG2296C,0.152621007,0.049016938,-0.002588361,-0.151302025,0.062884486,0.10175617,-0.289705295,-0.305500524,-0.114902004,-0.574965492,-0.279637855,-0.401009415,-0.355750609,-0.390376661,-0.276649582,-0.267144744,-0.183293555,-0.254230584,-0.083029544,-0.025624705,0.273631197,0.35948355,0.487115894,-0.020235788,-0.162572552,-0.311111498,-0.2186774,-0.307867731,-0.355668552,-0.358483709,-0.603826253,-0.51129876
VNG2297H,-0.166904383,-0.012623956,-0.008331493,-0.028673493,-0.056761878,-0.074967927,0.033338976,-0.04893816,0.058261418,0.007339398,0.078419211,0.018866062,0.086146204,-0.013190818,0.068001351,0.050148413,-0.024081407,0.039580698,-0.054054935,-0.063440216,-0.146219823,-0.081441976,-0.149922828,-0.183569852,-0.111457071,0.074242489,-0.032499526,0.076345906,0.201921678,0.330460153,0.205400041,0.247715022
VNG2298H,0.091769145,0.063436021,0.083885164,0.044952196,0.240253914,0.301635866,-0.394824724,-0.410697457,-0.386306052,-0.397578273,-0.600169698,-0.42584391,-0.323729432,-0.078022968,-0.234927335,-0.096110391,-0.145536209,-0.025932803,-0.043070091,-0.015929211,0.02958085,-0.028507418,-0.149582453,-0.334441885,-0.324192608,-0.704882435,-0.496344977,-0.593579885,-0.84612762,-0.589145448,-0.710907985,-0.432250673
VNG2299H,0.368407901,-0.01866432,0.027692859,-0.018326642,-0.028423791,0.057643875,0.052190087,0.024854481,0.036657371,-0.004230518,0.001895974,0.017137663,-0.010129003,0.008796104,-0.030158647,-0.007224966,0.108936645,0.022625351,-0.043161373,0.025049762,0.033148323,-0.03442032,-0.041773736,-0.110433917,-0.051698529,0.030332908,0.003615971,0.052995,0.052681918,-0.006907889,0.077746619,0.025098154
VNG2301G,-0.099492886,-0.001261901,0.028723317,0.029760242,-0.008439259,-0.038615497,0.029875849,0.065820902,0.008907733,0.194806296,0.061802594,0.065400281,0.009379019,-0.026070311,0.059108702,0.06318337,-0.083010291,0.105937344,0.007920104,0.080938956,-0.035148559,-0.101593375,-0.086785483,0.039245742,-0.16741916,0.078175242,0.031187696,0.022292119,0.060406191,0.064049278,0.222519389,0.068324883
VNG2302G,-0.114823778,0.055853409,-0.036269852,-0.05658864,0.018259772,0.393152843,0.169894844,0.200029349,0.231829149,-0.178917988,-0.474621323,-0.605536827,-0.711319085,-0.43905104,-0.585127494,-0.739513058,-0.727177648,-0.261057652,-0.109387256,-0.057057321,0.043858247,0.254466634,0.210713082,0.179432108,0.156076124,-0.103669545,-0.077805658,-0.05781118,-0.629224641,-0.560356493,-0.22670839,-0.198155662
VNG2304H,0.271805285,0.165776663,0.410596081,0.134756065,0.570944163,0.503245762,0.659856249,0.325107282,0.585099269,-0.049249533,-0.102350031,-0.27921144,0.054963896,0.241733956,-0.005177534,0.483794072,0.303834621,-0.078181818,-0.204613613,-0.063693227,-0.103137861,0.128846515,-0.050149057,0.1525867,-0.146865823,0.075405319,0.160548467,-0.269320987,-0.018419072,-0.789194287,-0.291015764,-0.124326867
VNG2305C,0.355909661,0.001198916,0.493512438,0.028929537,0.434353141,0.136318856,0.839529128,0.508710476,0.645176412,-0.032139536,0.038674135,-0.136958888,0.016409485,0.447402318,0.062665869,0.393832366,0.215990846,-0.201595202,-0.155767122,-0.10847838,-0.127983633,0.495616932,0.015696504,0.642561615,0.16315874,0.191938385,0.247235406,-0.072910302,0.032563107,-0.209489102,-0.138202844,-0.103010635
VNG2306H,0.046165221,-0.032614024,-0.030471846,-0.06731563,-0.116307789,-0.05400469,0.047020916,0.061845403,0.085503443,0.234180708,0.162015863,-0.004635059,0.025333806,-0.027907057,0.008240753,-0.035474557,0.171305109,-0.050973229,-0.217038863,0.001495079,-0.002484334,-0.101923802,-0.156880182,0.159887771,0.035967392,0.197623865,0.195916144,0.0739608,0.277900414,0.132270368,0.215504788,0.17435329
VNG2307C,-0.034814041,-0.048593164,-0.029169887,0.025008728,-0.089923035,-0.142810273,-0.040601986,0.066235203,-0.111317396,0.064908097,0.143278154,-0.011424886,0.15883761,-0.095722773,0.092663138,-0.002307494,0.069811316,-0.008453858,-0.073751963,-0.041616964,-0.028191396,-0.169762648,-0.061682569,-0.138361255,0.115655113,-0.038849845,-0.044970805,0.026144188,0.201371271,0.313629087,0.172509224,0.260530302
VNG2308G,-0.063926468,0.058653654,-0.017105512,0.07376769,0.155289854,-0.011091146,0.017816249,0.1766166,0.042081376,0.144551986,0.186365753,0.122620167,0.157174299,0.170127815,0.057815517,0.147576198,0.200271639,-0.020829294,0.017708995,-0.005657809,0.001208106,-0.077574788,-0.009389278,0.108307579,0.182825873,0.086591575,0.123298682,0.13562416,0.121375254,0.130000932,0.155630006,0.113862969
VNG2310H,-0.008442978,-0.079616951,0.027743368,-0.023661615,-0.019882393,0.048628177,-0.077572365,-0.097070755,-0.073796836,-0.012438467,-0.016471809,-0.012507805,0.03720254,0.031742677,0.049937944,0.01456675,-0.007598122,-0.024451634,-0.009648736,-0.02677925,0.016429872,-0.078804971,0.033704828,-0.108947834,-0.064525083,-0.083555812,-0.020565787,0.060193018,0.020111232,0.081927681,0.006780759,0.003677969
VNG2311H,0.125471609,-0.00256235,-0.001772134,0.002453798,0.016308981,0.011701154,0.030156221,0.033148127,-0.017389417,-0.075506436,-0.028435472,0.030968767,-0.069512496,-0.002558606,0.00221181,0.071834478,-0.021656112,0.074315179,0.021213309,0.103587804,-0.101041752,0.008195544,0.000726814,-0.050794174,-0.081463258,-0.000108067,-0.020736146,0.041342811,0.074942034,0.019256317,0.006274361,-0.042474355
VNG2312C,0.103048542,-0.064465286,-0.021570012,-0.078953003,-0.034048518,0.00544311,0.031760479,0.085998019,0.01561514,0.103898285,-0.014146255,-0.074690895,0.071634773,-0.026084339,0.105942123,0.03976664,0.00813339,0.067258688,-0.017623487,-0.001332252,-0.098874568,-0.03681466,-0.092028536,0.014964957,-0.000674116,0.072438537,-0.107314657,0.033669342,0.121196166,0.267695313,0.068239166,0.102315293
VNG2313H,-0.00664054,-0.030968579,-0.037527806,-0.017709373,0.002835351,-0.016360328,0.06760078,0.089830946,-0.033857431,0.058603453,0.1095751,0.122408186,0.04664504,0.123702233,0.019929179,0.119962653,0.137427712,0.012242642,0.035337373,0.056766414,0.058283821,-0.064427526,-0.006246218,0.117235662,0.054019811,0.058458555,0.044266692,0.075654816,0.028586468,-0.041779187,0.053160469,0.040319452
VNG2314H,0.27491408,0.074858034,0.033344341,0.050306878,0.057334763,0.045350889,0.118941413,0.226211157,0.162270833,-0.038967158,0.025665409,0.128286893,0.028305378,0.277912679,0.082069128,0.132716484,0.290679073,-0.056557671,-0.09991152,0.025793075,0.066164033,0.055490301,0.026173761,0.18907922,0.048385534,0.042310038,0.102295598,0.022392303,0.109751212,-0.038783413,0.058314491,0.027762952
VNG2315H,-0.06622227,0.00070592,-0.037121807,-0.034515328,-0.061532327,-0.001963908,0.017236478,-0.05367921,-0.038819454,-0.087370482,0.026174978,-0.00603964,0.077049146,0.007429907,0.058470034,0.072427925,0.10928751,-0.017347045,0.016467494,-0.0458102,-0.033569563,-0.033939055,-0.103342681,-0.148795256,0.003164347,0.042451956,-0.002671389,0.107276919,0.151686568,0.019118507,0.02879808,0.096946409
VNG2316C,0.053927012,0.007282587,-0.061980477,0.041811366,0.081149215,-0.070285648,-0.019024875,0.130282715,-0.184780081,0.055415887,0.081667759,0.030945748,0.039054141,-0.095767716,0.041356229,0.015910986,0.074879799,0.022322035,0.054615879,0.063671698,0.062562656,-0.097621092,-0.028919205,-0.058581847,-0.049644568,-0.028980468,0.005341157,-0.042355169,-0.032570554,0.011628094,-0.062035614,0.11258688
VNG2317G,-0.003924712,-0.057051958,0.054439141,0.0427799,0.039010868,0.063024451,0.037053565,-0.04464042,0.034015362,0.020888565,0.020192781,0.052059754,-0.025130694,-0.008032555,0.085911049,0.031727922,-0.120469094,0.107086087,-0.032394738,-0.028542176,-0.008340947,0.1133683,-0.03074113,-0.097648717,-0.200610507,0.047147474,-0.028445187,0.118416028,0.095480447,0.102328939,0.129590533,0.184132805
VNG2320G,0.214929716,0.040028867,0.213765523,0.04870736,0.105144193,-0.014189999,0.094459943,0.327579617,-0.052187754,-0.165181943,-0.049512509,0.186652598,0.147248381,0.5890601,0.194419562,0.399798966,0.453164093,0.016155801,0.296787018,0.306545089,0.449521485,0.233817014,0.679442396,0.304372699,0.174258243,0.019571491,0.041517449,0.146692379,-0.03233198,0.079533242,-0.031480826,-0.229521982
VNG2321G,0.259838404,0.012562991,0.137810202,-0.129397136,0.074366301,0.252395662,1.16850355,1.023407147,0.934806353,0.365088526,0.217372708,-0.011582487,-0.144662426,-0.092114296,-0.155525155,-0.304840291,-0.213017485,-0.254287246,-0.185068633,-0.143364701,-0.061820315,0.34156965,0.189873406,1.291974421,0.673113261,0.39454531,0.57478589,0.253210989,0.193976934,-0.283274573,0.150105282,-0.077266138
VNG2322G,-0.080017253,-0.061135682,0.054892202,0.018713269,0.146947476,0.008464089,0.001231852,0.010964661,-0.043226211,-0.039477868,-0.041136151,0.0157021,-0.047156337,0.022210512,-0.024406572,0.023202688,0.03590792,-0.008262867,0.02733967,0.026022444,-0.094624325,-0.042365139,-0.041642745,-0.180747294,-0.120068596,-0.037715533,-0.069174311,0.095035643,0.054996624,0.097471228,0.053092316,0.055992073
VNG2323H,0.286047009,0.198689531,0.1894635,-0.14679213,-0.136380271,0.076324913,-0.11855268,0.156690523,0.130981265,-0.541615609,-0.348602143,-0.674112935,-0.698192258,-0.789560051,-0.59549931,-0.903000127,-0.659083076,-0.538417553,-0.237543141,-0.163028492,0.11555284,0.194460119,0.195581557,-0.06386721,-0.319861763,-0.456067732,-0.259114964,-0.316166002,-0.713395848,-0.739193014,-0.733181724,-0.800619569
VNG2324H,0.097843889,-0.043030877,-0.02671441,-0.054952153,0.018193377,0.002941428,-0.01183949,-0.017142735,-0.065435738,0.00642735,0.026675029,-0.054593681,0.160820314,-0.036480598,-0.096542494,-0.002824614,0.074158923,-0.037567077,-0.015612888,0.02380761,0.079930306,-0.070106661,0.007633828,-0.134898246,-0.018073428,-0.095969845,-0.007237376,-0.046646972,0.037224276,-0.032032436,-0.06221952,0.054123865
VNG2326G,0.142346861,-0.026489634,0.03037386,-0.05000148,0.000143369,0.035449495,-0.066403399,-0.009275837,0.015763083,-0.067614654,0.017378415,0.015061791,-0.000268996,-0.0068057,-0.004927478,-0.004847821,0.179530927,0.048170626,0.04738834,0.092308814,0.131841788,0.070263133,-0.030380668,-0.183718611,0.04894408,-0.047393483,-0.044437665,0.021551673,0.090627644,0.083617519,0.134685357,0.037562846
VNG2328H,-0.009448538,-0.031101278,-0.045891283,-0.015338124,-0.017441707,-0.013571911,0.017227828,-0.078020664,-0.027588008,0.003716464,0.023316448,-0.028820866,0.039593343,-0.027503754,-0.05230773,0.004578522,-0.006032456,0.024356999,0.00054091,0.079006614,-0.074573083,-0.057623758,-0.118798402,-0.120030947,-0.164195394,-0.016435088,-0.042955019,0.031533253,0.088770887,0.067916972,0.043578944,0.130645287
VNG2329C,-0.077282696,-0.0715863,-0.055464816,-0.021641826,-0.075522453,-0.031464364,-0.007472968,-0.173168686,0.044863238,0.079427228,0.092419428,0.07088553,0.05962706,0.024560175,0.079211448,0.062349497,-0.046241133,0.095286918,-0.072531947,-0.045617403,-0.199607981,-0.093219856,-0.2323275,-0.102475313,-0.110507693,0.037871736,0.025618115,0.054332784,0.177400201,0.240330973,0.160530178,0.166456007
VNG2330G,-0.110641748,-0.005004174,-0.00772768,0.032703128,-0.076638198,-0.013488834,-0.002534439,-0.100989395,0.031778496,0.118523102,-0.010685181,0.019526087,-0.019335275,0.010238964,0.071233055,0.0915909,-0.089708929,0.12157413,-0.018862355,0.09365391,-0.276893255,-0.087997589,-0.210473059,-0.127417391,-0.208983415,0.062893364,0.011524975,-0.07546981,0.124194365,0.178565419,0.08346869,0.188034735
VNG2331G,0.063211089,-0.042793699,0.04445097,-0.038929787,-0.025839713,0.023588451,0.048546088,-0.173669512,0.001834495,0.137469916,0.014378755,0.042637202,0.041108496,0.056873303,0.031300986,0.057075603,-0.003375791,0.023260343,-0.066093581,0.060905334,-0.071913776,0.06833574,-0.161201096,-0.088371397,-0.144190021,0.044137589,-0.031916083,0.051066791,0.061463199,0.067487487,0.267089997,0.112311105
VNG2332G,0.276709689,-0.074902766,0.015865799,-0.107890902,-0.123063357,-0.045654981,-0.04512914,0.017987657,-0.039836344,0.155664379,0.054192462,-0.036744456,0.044995355,0.046237264,-0.001219863,0.100258727,0.187234412,-0.01413275,-0.044672649,-0.025270535,0.098100414,-0.10256363,-0.020301696,-0.160273198,0.0510072,-0.031273383,-0.006823975,-0.075932832,0.104696974,0.030611001,0.031826494,0.056095863
VNG2333C,0.125500692,-0.009204549,0.068081708,0.036641191,0.021412414,0.02839133,0.824963627,0.778642463,0.653043141,0.550590347,0.315953344,0.701709875,0.416390855,1.261624836,0.555102702,0.881000287,0.998524846,0.005414959,-0.002077736,0.038812363,0.004293567,0.069676533,0.177963396,0.633631452,0.412791277,0.489241077,0.400575354,0.636747937,0.396329489,0.285160565,0.826072505,0.438486527
VNG2334C,-0.176881446,-0.112841944,-0.135422021,0.029141398,-0.066195917,-0.030541167,0.086425682,0.06414738,-0.006157058,0.302899831,0.226908134,0.076623533,0.145374261,-0.105150095,-0.002225063,-0.009127321,-0.009418242,0.048166665,-0.025767097,-0.121082076,-0.199628102,-0.07454232,-0.249440445,0.049477993,-0.002217797,0.13567202,0.185293552,0.159396655,0.425979986,0.296029023,0.275391934,0.413711505
VNG2335H,-0.035414198,-0.008320118,-0.030235421,-0.114514066,-0.159211632,-0.010956168,-0.109755834,0.069273428,-0.051665813,0.023549394,0.016992891,-0.005553248,-0.058976894,-0.017999676,0.025600236,-0.027425078,0.112452504,-0.008413563,-0.173271295,-0.131538252,-0.056118295,-0.197075687,-0.123170173,-0.214885149,0.070111511,-0.043058752,-0.044839478,-0.115993208,0.22199325,0.160797467,0.152618402,0.066664223
VNG2337C,0.096732195,-0.055960764,0.007718803,0.047275962,0.058803298,-0.002173766,0.157307617,0.194368262,0.064442026,0.230978657,0.17669175,0.036987069,0.043171971,0.039347064,-0.019507345,0.059028963,0.099668913,-0.041583078,-0.013852272,0.031666862,0.07963819,-0.052863663,0.083302001,0.13566115,0.055876777,0.199384822,0.224186304,0.430715153,0.228022368,0.04545304,0.42116869,0.172294442
VNG2338G,-0.09436273,-0.006650522,-0.074674867,-0.156914983,-0.048325537,0.123382298,0.04194525,-0.153923225,0.26469529,-0.298533879,-0.136300715,0.25672164,0.108595728,0.632956816,0.407650082,0.432037211,0.43976545,-0.444028859,-0.336569346,-0.324178752,-0.213587505,-0.088856026,-0.056236477,-0.175538589,-0.191936788,-0.501478562,-0.707479911,-0.617541574,-1.318130268,-1.49781297,-1.173259646,-1.279485582
VNG2339C,0.236940057,-0.050156416,-0.083471748,-0.033941101,-0.134192358,0.051079628,-0.080449679,0.017986031,-0.006132491,-0.017200865,0.045689912,-0.025264869,-0.027874583,-0.088216736,-0.040527643,-0.09306219,0.162949044,-0.003230754,-0.196920313,-0.040236271,-0.000618342,-0.046755967,-0.063123696,-0.161229407,-0.087546201,-0.100260893,-0.085274055,-0.088794162,0.072845716,-0.107141357,-0.047379706,0.044921411
VNG2340H,-0.324030414,-0.022713067,-0.157532633,-0.164587716,-0.032144625,0.173378052,-0.542615575,-0.414773373,-0.440188839,-0.484805658,-0.618346353,-0.752078878,-0.861463849,-1.045441255,-0.990543363,-1.15300949,-1.163520941,-0.304501668,-0.335144955,-0.19150669,-0.338485515,-0.476063212,-0.278280938,-0.72129918,-0.835300883,-0.917973086,-0.918836545,-0.931612415,-1.15563168,-1.56365839,-1.012617024,-1.034718274
VNG2341H,0.01010633,0.160155574,0.185857178,0.059699552,0.195682087,0.015305176,0.124530142,0.000291055,0.072699916,-0.267711476,-0.267350477,-0.014603894,0.00884191,0.395519938,0.12156262,0.436408155,0.324816823,-0.026872071,0.1606348,0.070117268,0.147072511,0.290586422,0.317223102,0.161297663,0.286939168,-0.205343917,-0.152635671,-0.209538697,-0.609570779,-0.479824651,-0.482475831,-0.504980524
VNG2342H,-0.097340389,-0.046469898,-0.049123292,0.126822717,0.056720557,-0.1597722,-0.00675203,-0.02473518,-0.439420168,0.040785345,-0.026232642,0.168247887,0.325875427,0.09430102,0.063273129,0.398120565,0.177459045,0.294800717,0.086201538,0.030972131,-0.136285392,-0.092463864,-0.08896867,-0.22336049,0.072665801,-0.068015219,-0.270218455,-0.003604102,-0.016009933,0.182753089,-0.022282046,0.141364873
VNG2343G,-0.189356488,-0.040205401,-0.063493936,0.017866679,-0.098907515,-0.123384456,0.009291196,-0.001884694,-0.046173052,0.141141287,0.114258078,0.062314216,0.139262107,0.002976368,0.170266206,0.083056367,0.000526004,0.029059943,-0.006226288,-0.060513088,-0.170662879,-0.201549663,-0.138604953,-0.058305801,0.073474966,0.097100015,-0.005848728,0.164936828,0.117295688,0.302306859,0.074242293,0.204389867
VNG2344G,0.031698057,-0.016107896,0.020799777,-0.001315089,-0.015014158,0.016729423,-0.029927287,-0.072141554,-0.058091488,-0.057692085,0.025479929,0.008906639,-0.038838957,-0.05142192,-0.007691107,0.044131389,-0.036972101,0.137671516,-0.035766255,0.116311539,-0.08099291,-0.017617894,-0.034292257,-0.040315342,-0.220376748,0.033996333,-0.007146682,0.089613978,0.043758543,-0.048494888,0.000681237,0.079300806
VNG2346G,-0.282486827,-0.071504959,-0.101067692,0.028968868,-0.08806469,-0.147056835,-0.033186236,-0.044065913,0.033629363,0.17360497,0.24492716,0.070630616,0.14566823,-0.026396111,0.046911203,0.142420265,-0.041089843,0.128775743,0.002908838,-0.056962975,-0.172254626,-0.366109535,-0.207707729,-0.224615902,-0.009357867,0.118772816,0.021706915,0.215844268,0.308609475,0.391941415,0.250892433,0.426622801
VNG2347G,0.012666898,0.019321748,0.084705876,0.045261349,-0.013801164,0.027343496,0.035535063,-0.058420554,-0.044172985,-0.068209002,-0.037462011,0.047728425,-0.111275264,0.028830887,-0.047214147,0.014490363,0.013637221,0.034960724,0.005776839,0.090709862,-0.03745163,0.005025791,-0.052279834,-0.112144644,-0.12372626,0.012663568,-0.024331042,0.015806347,0.036359556,-0.03361544,-0.033232092,-0.034696733
